date,symbol,open,high,low,close,volume
2022-05-18 08:00:00,MHOT,0.953,0.999,0.953,0.9640001,1627540.0
2022-05-19 08:00:00,MHOT,0.9665,0.98,0.9435001,0.944,1829400.0
2022-05-22 08:00:00,MHOT,0.948,0.969,0.9350001,0.958,577000.0
2022-05-23 08:00:00,MHOT,0.949,0.975,0.9310001,0.9350001,1051400.0
2022-05-24 08:00:00,MHOT,0.9350001,0.949,0.909,0.909,425860.0
2022-05-25 08:00:00,MHOT,0.915,0.925,0.875,0.9055001,720800.0
2022-05-26 08:00:00,MHOT,0.9055001,0.9245,0.8675,0.8805001,1538540.0
2022-05-29 08:00:00,MHOT,0.8805001,0.895,0.8605,0.8825,1170820.0
2022-05-30 08:00:00,MHOT,0.8810001,0.892,0.8640001,0.8720001,799940.0
2022-05-31 08:00:00,MHOT,0.8720001,0.9,0.8720001,0.8955,1254620.0
2022-06-01 08:00:00,MHOT,0.8955,0.9095001,0.875,0.8755,1234120.0
2022-06-02 08:00:00,MHOT,0.8755,0.891,0.87,0.879,1191580.0
2022-06-05 08:00:00,MHOT,0.8735,0.9125,0.8735,0.9,1797920.0
2022-06-06 08:00:00,MHOT,0.9,0.9095001,0.879,0.8850001,3780620.0
2022-06-07 08:00:00,MHOT,0.8835,0.8935001,0.875,0.8935001,876140.0
2022-06-08 08:00:00,MHOT,0.8885,0.9145001,0.8885,0.9075,1858220.0
2022-06-09 08:00:00,MHOT,0.9005,0.9325,0.895,0.9225001,2303320.0
2022-06-12 08:00:00,MHOT,0.9225001,0.9350001,0.903,0.9195,1394340.0
2022-06-13 08:00:00,MHOT,0.9195,0.924,0.896,0.9035,971760.0
2022-06-14 08:00:00,MHOT,0.9035,0.933,0.9035,0.933,1310520.0
2022-06-15 08:00:00,MHOT,0.9270001,0.95,0.924,0.929,1185760.0
2022-06-16 08:00:00,MHOT,0.929,0.94,0.915,0.937,988560.0
2022-06-19 08:00:00,MHOT,0.9235,0.93,0.891,0.92,761080.0
2022-06-20 08:00:00,MHOT,0.9015001,0.92,0.8865,0.898,686760.0
2022-06-21 08:00:00,MHOT,0.898,0.975,0.898,0.944,1768180.0
2022-06-22 08:00:00,MHOT,0.944,0.9925,0.9310001,0.98,3346820.0
2022-06-23 08:00:00,MHOT,0.982,0.982,0.9385,0.95,729600.0
2022-06-26 08:00:00,MHOT,0.955,0.97,0.925,0.9455,2510940.0
2022-06-27 08:00:00,MHOT,0.9455,0.9675,0.9265001,0.9415,1007580.0
2022-06-28 08:00:00,MHOT,0.9415,0.9665,0.9285,0.955,978640.0
2022-06-29 08:00:00,MHOT,0.955,1.05,0.955,0.9955,2922200.0
2022-07-03 08:00:00,MHOT,0.9955,1.0165,0.9600001,0.9755,2369820.0
2022-07-04 08:00:00,MHOT,0.9755,0.99,0.934,0.9345001,1033980.0
2022-07-05 08:00:00,MHOT,0.9345001,0.95,0.909,0.9325,959780.0
2022-07-06 08:00:00,MHOT,0.9325,0.95,0.9100001,0.9310001,790840.0
2022-07-07 08:00:00,MHOT,0.9310001,0.95,0.925,0.9285,980260.0
2022-07-17 08:00:00,MHOT,0.9285,0.9470001,0.925,0.9375,342480.0
2022-07-18 08:00:00,MHOT,0.9375,0.9595001,0.905,0.9495,1072720.0
2022-07-19 08:00:00,MHOT,0.949,0.9850001,0.945,0.9600001,651800.0
2022-07-20 08:00:00,MHOT,0.958,0.9965,0.9125,0.938,5217220.0
2022-07-21 08:00:00,MHOT,0.9265001,0.975,0.9265001,0.95,1729440.0
2022-07-24 08:00:00,MHOT,0.9495,0.9915,0.9495,0.967,1048800.0
2022-07-25 08:00:00,MHOT,0.953,0.9640001,0.9285,0.938,356100.0
2022-07-26 08:00:00,MHOT,0.9505,0.9625,0.9355,0.9485,1262700.0
2022-07-27 08:00:00,MHOT,0.9485,0.9890001,0.9485,0.955,1084100.0
2022-07-28 08:00:00,MHOT,0.955,1.02,0.955,0.9875,1143600.0
2022-07-31 08:00:00,MHOT,0.9850001,1.05,0.975,1.0305001,2874300.0
2022-08-01 08:00:00,MHOT,1.024,1.0425,0.9850001,0.9865,2044320.0
2022-08-02 08:00:00,MHOT,0.994,1.015,0.975,1.015,1378220.0
2022-08-03 08:00:00,MHOT,1.0065,1.075,1.0,1.0295,2404180.0
2022-08-04 08:00:00,MHOT,1.0295,1.0875,1.025,1.0705,1655560.0
2022-08-07 08:00:00,MHOT,1.0705,1.075,1.0495,1.075,2376000.0
2022-08-08 08:00:00,MHOT,1.0625,1.0625,1.0140001,1.0225001,1888320.0
2022-08-09 08:00:00,MHOT,1.0225001,1.0600001,1.0055001,1.0295,1861220.0
2022-08-10 08:00:00,MHOT,1.017,1.046,0.9935001,1.0215,1502200.0
2022-08-11 08:00:00,MHOT,1.0215,1.0850001,1.0100001,1.071,2802200.0
2022-08-14 08:00:00,MHOT,1.071,1.071,1.036,1.0475001,1275560.0
2022-08-15 08:00:00,MHOT,1.0475001,1.1100001,1.0475001,1.065,1391680.0
2022-08-16 08:00:00,MHOT,1.065,1.1,1.0545,1.0655,2085860.0
2022-08-17 08:00:00,MHOT,1.069,1.15,1.058,1.1385,4205260.0
2022-08-18 08:00:00,MHOT,1.1385,1.15,1.1,1.121,782120.0
2022-08-21 08:00:00,MHOT,1.113,1.2,1.113,1.1295,1388960.0
2022-08-22 08:00:00,MHOT,1.1295,1.1350001,1.0770001,1.1,1735560.0
2022-08-23 08:00:00,MHOT,1.094,1.1585,1.094,1.1085,603000.0
2022-08-24 08:00:00,MHOT,1.1135,1.17,1.1085,1.1245,1059420.0
2022-08-25 08:00:00,MHOT,1.1245,1.19,1.1245,1.187,580440.0
2022-08-28 08:00:00,MHOT,1.1770001,1.2,1.15,1.1705,871220.0
2022-08-29 08:00:00,MHOT,1.1705,1.2,1.1255,1.1470001,992800.0
2022-08-30 08:00:00,MHOT,1.1470001,1.1875,1.1325,1.1585,654780.0
2022-08-31 08:00:00,MHOT,1.1585,1.3235,1.14,1.3,4544180.0
2022-09-01 08:00:00,MHOT,1.275,1.35,1.25,1.308,2609520.0
2022-09-04 08:00:00,MHOT,1.308,1.3435001,1.251,1.2945,1487480.0
2022-09-05 08:00:00,MHOT,1.2945,1.33,1.2725001,1.301,787380.0
2022-09-06 08:00:00,MHOT,1.307,1.3225001,1.2575,1.263,1745560.0
2022-09-07 08:00:00,MHOT,1.2655,1.2795,1.2075,1.2375,667640.0
2022-09-08 08:00:00,MHOT,1.25,1.274,1.2275,1.2495,92560.0
2022-09-11 08:00:00,MHOT,1.25,1.25,1.2255,1.226,193260.0
2022-09-12 08:00:00,MHOT,1.25,1.25,1.205,1.205,170940.0
2022-09-13 08:00:00,MHOT,1.25,1.25,1.19,1.208,146380.0
2022-09-14 08:00:00,MHOT,1.25,1.25,1.1885,1.2005,37100.0
2022-09-15 08:00:00,MHOT,1.25,1.25,1.2,1.2045,60100.0
2022-09-18 08:00:00,MHOT,1.25,1.25,1.0665,1.1985,143700.0
2022-09-19 08:00:00,MHOT,1.25,1.2875,1.1615,1.2875,922880.0
2022-09-20 08:00:00,MHOT,1.2770001,1.4850001,1.2375,1.336,591860.0
2022-09-21 08:00:00,MHOT,1.336,1.54,1.3255,1.4775,3326760.0
2022-09-22 08:00:00,MHOT,1.498,1.5,1.4305001,1.4305001,492080.0
2022-09-25 08:00:00,MHOT,1.4435001,1.4965,1.3850001,1.4,38940.0
2022-09-26 08:00:00,MHOT,1.4435001,1.475,1.3765001,1.475,57300.0
2022-09-27 08:00:00,MHOT,1.4435001,1.4905,1.4020001,1.425,89760.0
2022-09-28 08:00:00,MHOT,1.4435001,1.445,1.4055001,1.44,139540.0
2022-09-29 08:00:00,MHOT,1.4435001,1.45,1.425,1.4435001,46320.0
2022-10-02 08:00:00,MHOT,1.4435001,1.48,1.426,1.4375,47560.0
2022-10-03 08:00:00,MHOT,1.4435001,1.4435001,1.4,1.4,38000.0
2022-10-04 08:00:00,MHOT,1.4435001,1.4775,1.38,1.38,61340.0
2022-10-05 08:00:00,MHOT,1.4435001,1.4435001,1.37,1.4195,214440.0
2022-10-09 08:00:00,MHOT,1.4435001,1.4445,1.3930001,1.4,376060.0
2022-10-10 08:00:00,MHOT,1.404,1.4470001,1.376,1.4470001,135900.0
2022-10-11 08:00:00,MHOT,1.404,1.47,1.404,1.423,723680.0
2022-10-12 08:00:00,MHOT,1.4305001,1.4305001,1.224,1.2615,104620.0
2022-10-13 08:00:00,MHOT,1.4305001,1.4305001,1.2055001,1.2310001,225380.0
2022-10-16 08:00:00,MHOT,1.4305001,1.4305001,1.2485,1.25,179660.0
2022-10-17 08:00:00,MHOT,1.4305001,1.4305001,1.2505,1.2565,109000.0
2022-10-18 08:00:00,MHOT,1.4305001,1.4305001,1.2515001,1.2560001,175300.0
2022-10-19 08:00:00,MHOT,1.4305001,1.4305001,1.25,1.2725001,287900.0
2022-10-20 08:00:00,MHOT,1.2695,1.2795,1.2525,1.2535,197640.0
2022-10-23 08:00:00,MHOT,1.2695,1.274,1.2505,1.269,67460.0
2022-10-24 08:00:00,MHOT,1.2695,1.27,1.251,1.2525,139040.0
2022-10-25 08:00:00,MHOT,1.2695,1.2695,1.2350001,1.248,138240.0
2022-10-26 08:00:00,MHOT,1.2695,1.325,1.25,1.296,788000.0
2022-10-27 08:00:00,MHOT,1.296,1.34,1.295,1.3085,303520.0
2022-10-30 08:00:00,MHOT,1.3140001,1.45,1.3140001,1.45,1189520.0
2022-10-31 08:00:00,MHOT,1.4295,1.475,1.4,1.4,1004140.0
2022-11-01 08:00:00,MHOT,1.4015001,1.45,1.4,1.408,280300.0
2022-11-02 08:00:00,MHOT,1.421,1.421,1.4075,1.4085,195260.0
2022-11-03 08:00:00,MHOT,1.421,1.433,1.4,1.4005,92200.0
2022-11-06 08:00:00,MHOT,1.4,1.421,1.4,1.421,40060.0
2022-11-07 08:00:00,MHOT,1.421,1.425,1.4,1.425,296180.0
2022-11-08 08:00:00,MHOT,1.424,1.5220001,1.4100001,1.4175,428420.0
2022-11-09 08:00:00,MHOT,1.4175,1.4745,1.401,1.4025,261660.0
2022-11-10 08:00:00,MHOT,1.404,1.45,1.404,1.417,131640.0
2022-11-13 08:00:00,MHOT,1.404,1.6700001,1.404,1.6129999,781400.0
2022-11-14 08:00:00,MHOT,1.6129999,1.825,1.5575,1.75,470440.0
2022-11-15 08:00:00,MHOT,1.7584999,1.8950001,1.75,1.8,423160.0
2022-11-16 08:00:00,MHOT,1.8174999,1.9495001,1.7629999,1.7674999,354680.0
2022-11-17 08:00:00,MHOT,1.7815001,1.799,1.715,1.775,128160.0
2022-11-20 08:00:00,MHOT,1.7815001,1.824,1.7,1.7674999,189720.0
2022-11-21 08:00:00,MHOT,1.7705,1.7950001,1.7,1.7,81860.0
2022-11-22 08:00:00,MHOT,1.7705,1.7705,1.7,1.7,80380.0
2022-11-23 08:00:00,MHOT,1.7705,1.7705,1.7,1.75,8680.0
2022-11-24 08:00:00,MHOT,1.7705,1.7705,1.701,1.7020001,17840.0
2022-11-27 08:00:00,MHOT,1.7705,1.7705,1.7020001,1.7025,25640.0
2022-11-28 08:00:00,MHOT,1.7705,1.775,1.7125,1.7424999,221760.0
2022-11-29 08:00:00,MHOT,1.7475001,1.899,1.7265,1.85,203620.0
2022-11-30 08:00:00,MHOT,1.85,1.9440001,1.85,1.8615,212140.0
2022-12-01 08:00:00,MHOT,1.865,1.9049999,1.851,1.8700001,208780.0
2022-12-04 08:00:00,MHOT,1.8825001,1.9445,1.875,1.875,113320.0
2022-12-05 08:00:00,MHOT,1.8825001,1.975,1.85,1.95,1044840.0
2022-12-06 08:00:00,MHOT,1.9430001,2.125,1.925,2.09,1343400.0
2022-12-07 08:00:00,MHOT,2.09,2.19,2.0495001,2.0950001,382580.0
2022-12-08 08:00:00,MHOT,2.0950001,2.1440001,2.0525,2.1120001,243100.0
2022-12-11 08:00:00,MHOT,2.1120001,2.534,2.1049999,2.534,1097680.0
2022-12-12 08:00:00,MHOT,2.534,3.0405001,2.534,2.85,1077140.0
2022-12-13 08:00:00,MHOT,2.9375,3.04,2.75,2.8745001,350880.0
2022-12-14 08:00:00,MHOT,2.8545,2.925,2.75,2.7555001,131280.0
2022-12-15 08:00:00,MHOT,2.7555001,2.9785,2.7555001,2.7575001,361140.0
2022-12-18 08:00:00,MHOT,2.7885,2.9450001,2.6075001,2.7950001,60200.0
2022-12-19 08:00:00,MHOT,2.7885,2.8440001,2.633,2.7885,25520.0
2022-12-20 08:00:00,MHOT,2.7885,2.9450001,2.6555001,2.7,303220.0
2022-12-21 08:00:00,MHOT,2.7,2.825,2.65,2.7,58860.0
2022-12-22 08:00:00,MHOT,2.7,2.7,2.6,2.6,26300.0
2022-12-25 08:00:00,MHOT,2.7,2.7,2.5025,2.5025,38300.0
2022-12-26 08:00:00,MHOT,2.7,2.7,2.351,2.6995001,10620.0
2022-12-27 08:00:00,MHOT,2.7,2.75,2.5754999,2.725,50740.0
2022-12-28 08:00:00,MHOT,2.7,2.7200001,2.625,2.7190001,3080.0
2022-12-29 08:00:00,MHOT,2.7,2.715,2.5049999,2.6015,183520.0
2023-01-02 08:00:00,MHOT,2.6015,2.699,2.601,2.6049999,31980.0
2023-01-03 08:00:00,MHOT,2.6015,2.95,2.6015,2.8155001,336200.0
2023-01-04 08:00:00,MHOT,2.8180001,2.8945,2.7325001,2.8025,223060.0
2023-01-05 08:00:00,MHOT,2.8370001,2.85,2.8129999,2.85,36880.0
2023-01-09 08:00:00,MHOT,2.8370001,3.0995001,2.8370001,2.9305001,317540.0
2023-01-10 08:00:00,MHOT,2.9610001,3.075,2.9030001,2.9295,73660.0
2023-01-11 08:00:00,MHOT,2.9610001,3.4849999,2.951,3.2875,483460.0
2023-01-12 08:00:00,MHOT,3.2875,3.6395001,3.106,3.2,186340.0
2023-01-15 08:00:00,MHOT,3.2404999,3.45,3.1834999,3.35,98100.0
2023-01-16 08:00:00,MHOT,3.3529999,3.7435002,3.3529999,3.4029999,65060.0
2023-01-17 08:00:00,MHOT,3.3529999,3.4005001,3.25,3.2525002,105940.0
2023-01-18 08:00:00,MHOT,3.2904999,3.3994999,3.2,3.2650002,33560.0
2023-01-19 08:00:00,MHOT,3.2904999,3.375,3.25,3.25,31580.0
2023-01-22 08:00:00,MHOT,3.2904999,3.3,3.232,3.232,11920.0
2023-01-23 08:00:00,MHOT,3.2904999,3.45,3.25,3.3994999,111100.0
2023-01-24 08:00:00,MHOT,3.3994999,3.4945,3.2825001,3.2825001,92380.0
2023-01-25 08:00:00,MHOT,3.2979999,3.3950001,3.2575001,3.3950001,99720.0
2023-01-29 08:00:00,MHOT,3.3720001,3.4994999,3.2825001,3.3029999,49800.0
2023-01-30 08:00:00,MHOT,3.3720001,3.4945,3.2825001,3.2825001,30500.0
2023-01-31 08:00:00,MHOT,3.3720001,3.3720001,3.2,3.2,208260.0
2023-02-01 08:00:00,MHOT,3.2,3.4,3.1525,3.4,33180.0
2023-02-02 08:00:00,MHOT,3.2,3.2125,3.2,3.2025002,23000.0
2023-02-05 08:00:00,MHOT,3.2,3.25,3.1004999,3.175,60740.0
2023-02-06 08:00:00,MHOT,3.2,3.2,3.001,3.0504999,163280.0
2023-02-07 08:00:00,MHOT,3.0515,3.2424999,3.0515,3.2400002,7980.0
2023-02-08 08:00:00,MHOT,3.0515,3.2395001,3.0515,3.0515,13760.0
2023-02-09 08:00:00,MHOT,3.0515,3.2945,3.0515,3.1629999,69000.0
2023-02-12 08:00:00,MHOT,3.0515,3.2849998,3.0515,3.1815001,48460.0
2023-02-13 08:00:00,MHOT,3.0515,3.2244999,3.0015,3.1745001,145480.0
2023-02-14 08:00:00,MHOT,3.074,3.1995001,3.0575001,3.0575001,14400.0
