date,symbol,open,high,low,close,volume
2022-04-21 08:00:00,AFMC,10.08,10.4,9.0,10.12,22953.0
2022-04-26 08:00:00,AFMC,10.08,10.15,9.87,10.0,7810.0
2022-04-27 08:00:00,AFMC,10.08,10.15,9.84,9.9,2600.0
2022-04-28 08:00:00,AFMC,10.08,10.3,9.85,10.3,4610.0
2022-05-08 08:00:00,AFMC,10.08,10.4,10.08,10.1,3230.0
2022-05-09 08:00:00,AFMC,10.08,10.19,9.93,10.19,3755.0
2022-05-10 08:00:00,AFMC,10.08,10.1,9.9,9.91,12079.0
2022-05-11 08:00:00,AFMC,10.08,10.17,9.9,10.08,6596.0
2022-05-12 08:00:00,AFMC,10.08,10.1,9.75,9.75,10507.0
2022-05-15 08:00:00,AFMC,10.08,10.09,9.75,9.75,10292.0
2022-05-16 08:00:00,AFMC,10.08,10.08,9.75,9.75,4631.0
2022-05-17 08:00:00,AFMC,10.08,10.08,9.71,9.75,5060.0
2022-05-18 08:00:00,AFMC,10.08,10.08,9.64,9.64,13010.0
2022-05-19 08:00:00,AFMC,10.08,10.08,9.53,9.65,9820.0
2022-05-22 08:00:00,AFMC,10.08,10.08,9.5,9.5,3151.0
2022-05-23 08:00:00,AFMC,10.08,10.08,9.5,9.51,21300.0
2022-05-24 08:00:00,AFMC,10.08,10.08,9.33,9.42,2178.0
2022-05-25 08:00:00,AFMC,10.08,10.08,9.22,9.3,70100.0
2022-05-26 08:00:00,AFMC,9.31,9.47,9.11,9.31,21477.0
2022-05-29 08:00:00,AFMC,9.31,9.49,9.17,9.43,18232.0
2022-05-30 08:00:00,AFMC,9.31,9.31,9.01,9.020001,13568.0
2022-05-31 08:00:00,AFMC,9.31,9.31,9.06,9.06,2700.0
2022-06-01 08:00:00,AFMC,9.31,9.31,9.08,9.2,6325.0
2022-06-02 08:00:00,AFMC,9.31,9.31,9.0,9.0,7450.0
2022-06-05 08:00:00,AFMC,9.31,9.31,8.9,8.9,16606.0
2022-06-06 08:00:00,AFMC,9.31,9.31,8.95,9.0,3217.0
2022-06-07 08:00:00,AFMC,9.31,9.31,9.0,9.0,3640.0
2022-06-08 08:00:00,AFMC,9.31,9.31,9.0,9.1,7661.0
2022-06-09 08:00:00,AFMC,9.31,9.6,9.31,9.37,25029.0
2022-06-12 08:00:00,AFMC,9.31,9.48,9.22,9.22,3461.0
2022-06-13 08:00:00,AFMC,9.31,9.31,9.07,9.1,6800.0
2022-06-14 08:00:00,AFMC,9.31,9.39,9.08,9.15,1147.0
2022-06-15 08:00:00,AFMC,9.31,9.39,9.1,9.3,3834.0
2022-06-16 08:00:00,AFMC,9.31,9.37,9.1,9.11,4367.0
2022-06-19 08:00:00,AFMC,9.31,9.31,9.04,9.04,3200.0
2022-06-20 08:00:00,AFMC,9.31,9.31,9.0,9.0,3874.0
2022-06-21 08:00:00,AFMC,9.31,9.31,8.91,8.91,600.0
2022-06-22 08:00:00,AFMC,9.31,9.31,8.770001,8.79,4964.0
2022-06-23 08:00:00,AFMC,9.31,9.31,8.34,8.8,24682.0
2022-06-26 08:00:00,AFMC,9.31,9.31,8.8,8.81,9560.0
2022-06-27 08:00:00,AFMC,9.31,9.31,8.61,8.64,4680.0
2022-06-28 08:00:00,AFMC,9.31,9.31,8.47,8.64,3345.0
2022-06-29 08:00:00,AFMC,9.31,9.31,8.38,8.75,4756.0
2022-07-03 08:00:00,AFMC,9.31,9.31,8.37,8.45,465.0
2022-07-04 08:00:00,AFMC,9.31,9.31,8.37,8.6,17058.0
2022-07-05 08:00:00,AFMC,9.31,9.31,8.86,9.0,2250.0
2022-07-06 08:00:00,AFMC,9.31,9.31,8.71,8.95,3990.0
2022-07-07 08:00:00,AFMC,9.31,9.31,8.71,8.71,232.0
2022-07-17 08:00:00,AFMC,9.31,9.31,8.71,9.17,445.0
2022-07-18 08:00:00,AFMC,9.31,9.31,8.71,8.75,48.0
2022-07-19 08:00:00,AFMC,9.31,9.31,8.770001,9.0,2973.0
2022-07-20 08:00:00,AFMC,9.31,9.49,8.95,9.31,14276.0
2022-07-21 08:00:00,AFMC,9.31,9.41,9.1,9.22,11355.0
2022-07-24 08:00:00,AFMC,9.31,9.95,9.22,9.7,39606.0
2022-07-25 08:00:00,AFMC,9.75,9.89,9.28,9.39,21343.0
2022-07-26 08:00:00,AFMC,9.75,10.29,9.3,10.0,48869.0
2022-07-27 08:00:00,AFMC,9.91,10.19,9.8,9.91,30197.0
2022-07-28 08:00:00,AFMC,9.91,10.29,9.87,9.88,9436.0
2022-07-31 08:00:00,AFMC,9.91,9.95,9.57,9.82,14827.0
2022-08-01 08:00:00,AFMC,9.91,9.91,9.770001,9.770001,3000.0
2022-08-02 08:00:00,AFMC,9.91,9.95,9.770001,9.9,12884.0
2022-08-03 08:00:00,AFMC,9.91,10.25,9.91,9.94,26448.0
2022-08-04 08:00:00,AFMC,9.91,10.45,9.91,10.44,46191.0
2022-08-07 08:00:00,AFMC,10.22,10.45,10.05,10.17,2124.0
2022-08-08 08:00:00,AFMC,10.22,10.88,10.0,10.0,38506.0
2022-08-09 08:00:00,AFMC,10.25,10.68,10.0,10.0,35581.0
2022-08-10 08:00:00,AFMC,10.0,10.25,10.0,10.24,4595.0
2022-08-11 08:00:00,AFMC,10.0,10.25,10.0,10.0,6868.0
2022-08-14 08:00:00,AFMC,10.0,10.34,10.0,10.11,10536.0
2022-08-15 08:00:00,AFMC,10.0,10.34,9.9,10.11,7330.0
2022-08-16 08:00:00,AFMC,10.0,10.4,10.0,10.4,47530.0
2022-08-17 08:00:00,AFMC,10.25,10.7,10.25,10.45,24218.0
2022-08-18 08:00:00,AFMC,10.25,10.68,10.18,10.45,1901.0
2022-08-21 08:00:00,AFMC,10.25,10.34,10.25,10.32,800.0
2022-08-22 08:00:00,AFMC,10.25,10.48,10.18,10.18,5641.0
2022-08-23 08:00:00,AFMC,10.25,10.4,9.95,10.1,14709.0
2022-08-24 08:00:00,AFMC,10.25,10.25,9.85,9.9,4215.0
2022-08-25 08:00:00,AFMC,10.25,10.25,9.91,10.25,5095.0
2022-08-28 08:00:00,AFMC,10.25,10.3,9.9,9.9,9397.0
2022-08-29 08:00:00,AFMC,10.25,10.25,9.67,10.0,11831.0
2022-08-30 08:00:00,AFMC,10.25,10.25,9.8,10.25,7947.0
2022-08-31 08:00:00,AFMC,10.25,10.25,9.84,10.25,9288.0
2022-09-01 08:00:00,AFMC,10.25,10.25,9.85,9.85,17878.0
2022-09-04 08:00:00,AFMC,10.25,10.25,9.8,10.0,9287.0
2022-09-05 08:00:00,AFMC,10.25,10.25,9.75,9.75,2500.0
2022-09-06 08:00:00,AFMC,10.25,10.38,9.75,10.37,60713.0
2022-09-07 08:00:00,AFMC,10.36,10.59,10.25,10.25,22925.0
2022-09-08 08:00:00,AFMC,10.36,10.6,10.07,10.1,37847.0
2022-09-11 08:00:00,AFMC,10.12,10.55,10.1,10.12,29513.0
2022-09-12 08:00:00,AFMC,10.12,10.29,10.0,10.0,36026.0
2022-09-13 08:00:00,AFMC,10.1,11.38,10.03,11.03,201178.0
2022-09-14 08:00:00,AFMC,11.03,13.13,10.83,11.03,166467.0
2022-09-15 08:00:00,AFMC,11.03,11.66,10.82,11.12,68556.0
2022-09-18 08:00:00,AFMC,11.16,11.42,10.0,10.17,57739.0
2022-09-19 08:00:00,AFMC,10.17,10.85,10.0,10.31,25495.0
2022-09-20 08:00:00,AFMC,10.17,10.77,10.03,10.34,98658.0
2022-09-21 08:00:00,AFMC,10.48,10.66,10.4,10.46,46089.0
2022-09-22 08:00:00,AFMC,10.46,10.8,10.15,10.45,59758.0
2022-09-25 08:00:00,AFMC,10.46,10.66,10.1,10.66,26387.0
2022-09-26 08:00:00,AFMC,10.46,11.06,10.35,11.0,83022.0
2022-09-27 08:00:00,AFMC,10.89,11.0,10.62,10.62,20087.0
2022-09-28 08:00:00,AFMC,10.89,10.89,10.47,10.47,3650.0
2022-09-29 08:00:00,AFMC,10.89,10.89,10.45,10.5,33317.0
2022-10-02 08:00:00,AFMC,10.51,10.95,10.41,10.52,24135.0
2022-10-03 08:00:00,AFMC,10.51,10.59,10.48,10.49,13671.0
2022-10-04 08:00:00,AFMC,10.51,10.86,10.43,10.51,12971.0
